patch_id,x0,y0,patch_size_L0_w,patch_size_L0_h
ALL_wsi_sample_x46592_y13824_l0_p512,46592,13824,512,512
ALL_wsi_sample_x47104_y13824_l0_p512,47104,13824,512,512
ALL_wsi_sample_x54784_y13824_l0_p512,54784,13824,512,512
ALL_wsi_sample_x55296_y13824_l0_p512,55296,13824,512,512
ALL_wsi_sample_x59904_y13824_l0_p512,59904,13824,512,512
ALL_wsi_sample_x46592_y14336_l0_p512,46592,14336,512,512
ALL_wsi_sample_x47104_y14336_l0_p512,47104,14336,512,512
ALL_wsi_sample_x59392_y14336_l0_p512,59392,14336,512,512
ALL_wsi_sample_x59904_y14336_l0_p512,59904,14336,512,512
ALL_wsi_sample_x60416_y14336_l0_p512,60416,14336,512,512
ALL_wsi_sample_x33280_y14848_l0_p512,33280,14848,512,512
ALL_wsi_sample_x33792_y14848_l0_p512,33792,14848,512,512
ALL_wsi_sample_x46592_y14848_l0_p512,46592,14848,512,512
ALL_wsi_sample_x47104_y14848_l0_p512,47104,14848,512,512
ALL_wsi_sample_x49664_y14848_l0_p512,49664,14848,512,512
ALL_wsi_sample_x50176_y14848_l0_p512,50176,14848,512,512
ALL_wsi_sample_x53760_y14848_l0_p512,53760,14848,512,512
ALL_wsi_sample_x54272_y14848_l0_p512,54272,14848,512,512
ALL_wsi_sample_x59392_y14848_l0_p512,59392,14848,512,512
ALL_wsi_sample_x59904_y14848_l0_p512,59904,14848,512,512
ALL_wsi_sample_x60416_y14848_l0_p512,60416,14848,512,512
ALL_wsi_sample_x33280_y15360_l0_p512,33280,15360,512,512
ALL_wsi_sample_x33792_y15360_l0_p512,33792,15360,512,512
ALL_wsi_sample_x34304_y15360_l0_p512,34304,15360,512,512
ALL_wsi_sample_x49664_y15360_l0_p512,49664,15360,512,512
ALL_wsi_sample_x50176_y15360_l0_p512,50176,15360,512,512
ALL_wsi_sample_x53248_y15360_l0_p512,53248,15360,512,512
ALL_wsi_sample_x53760_y15360_l0_p512,53760,15360,512,512
ALL_wsi_sample_x54272_y15360_l0_p512,54272,15360,512,512
ALL_wsi_sample_x59392_y15360_l0_p512,59392,15360,512,512
ALL_wsi_sample_x59904_y15360_l0_p512,59904,15360,512,512
ALL_wsi_sample_x60416_y15360_l0_p512,60416,15360,512,512
ALL_wsi_sample_x33280_y15872_l0_p512,33280,15872,512,512
ALL_wsi_sample_x33792_y15872_l0_p512,33792,15872,512,512
ALL_wsi_sample_x42496_y15872_l0_p512,42496,15872,512,512
ALL_wsi_sample_x43008_y15872_l0_p512,43008,15872,512,512
ALL_wsi_sample_x44544_y15872_l0_p512,44544,15872,512,512
ALL_wsi_sample_x45056_y15872_l0_p512,45056,15872,512,512
ALL_wsi_sample_x46592_y15872_l0_p512,46592,15872,512,512
ALL_wsi_sample_x47104_y15872_l0_p512,47104,15872,512,512
ALL_wsi_sample_x49664_y15872_l0_p512,49664,15872,512,512
ALL_wsi_sample_x50176_y15872_l0_p512,50176,15872,512,512
ALL_wsi_sample_x50688_y15872_l0_p512,50688,15872,512,512
ALL_wsi_sample_x51200_y15872_l0_p512,51200,15872,512,512
ALL_wsi_sample_x53760_y15872_l0_p512,53760,15872,512,512
ALL_wsi_sample_x54272_y15872_l0_p512,54272,15872,512,512
ALL_wsi_sample_x59392_y15872_l0_p512,59392,15872,512,512
ALL_wsi_sample_x59904_y15872_l0_p512,59904,15872,512,512
ALL_wsi_sample_x60416_y15872_l0_p512,60416,15872,512,512
ALL_wsi_sample_x60928_y15872_l0_p512,60928,15872,512,512
ALL_wsi_sample_x66048_y15872_l0_p512,66048,15872,512,512
ALL_wsi_sample_x136704_y15872_l0_p512,136704,15872,512,512
ALL_wsi_sample_x137216_y15872_l0_p512,137216,15872,512,512
ALL_wsi_sample_x146944_y15872_l0_p512,146944,15872,512,512
ALL_wsi_sample_x42496_y16384_l0_p512,42496,16384,512,512
ALL_wsi_sample_x43008_y16384_l0_p512,43008,16384,512,512
ALL_wsi_sample_x44544_y16384_l0_p512,44544,16384,512,512
ALL_wsi_sample_x45056_y16384_l0_p512,45056,16384,512,512
ALL_wsi_sample_x46592_y16384_l0_p512,46592,16384,512,512
ALL_wsi_sample_x47104_y16384_l0_p512,47104,16384,512,512
ALL_wsi_sample_x50688_y16384_l0_p512,50688,16384,512,512
ALL_wsi_sample_x51200_y16384_l0_p512,51200,16384,512,512
ALL_wsi_sample_x59392_y16384_l0_p512,59392,16384,512,512
ALL_wsi_sample_x59904_y16384_l0_p512,59904,16384,512,512
ALL_wsi_sample_x60416_y16384_l0_p512,60416,16384,512,512
ALL_wsi_sample_x60928_y16384_l0_p512,60928,16384,512,512
ALL_wsi_sample_x61440_y16384_l0_p512,61440,16384,512,512
ALL_wsi_sample_x65536_y16384_l0_p512,65536,16384,512,512
ALL_wsi_sample_x66048_y16384_l0_p512,66048,16384,512,512
ALL_wsi_sample_x66560_y16384_l0_p512,66560,16384,512,512
ALL_wsi_sample_x136704_y16384_l0_p512,136704,16384,512,512
ALL_wsi_sample_x137216_y16384_l0_p512,137216,16384,512,512
ALL_wsi_sample_x146432_y16384_l0_p512,146432,16384,512,512
ALL_wsi_sample_x146944_y16384_l0_p512,146944,16384,512,512
ALL_wsi_sample_x147456_y16384_l0_p512,147456,16384,512,512
ALL_wsi_sample_x37376_y16896_l0_p512,37376,16896,512,512
ALL_wsi_sample_x37888_y16896_l0_p512,37888,16896,512,512
ALL_wsi_sample_x38400_y16896_l0_p512,38400,16896,512,512
ALL_wsi_sample_x38912_y16896_l0_p512,38912,16896,512,512
ALL_wsi_sample_x42496_y16896_l0_p512,42496,16896,512,512
ALL_wsi_sample_x43008_y16896_l0_p512,43008,16896,512,512
ALL_wsi_sample_x44544_y16896_l0_p512,44544,16896,512,512
ALL_wsi_sample_x45056_y16896_l0_p512,45056,16896,512,512
ALL_wsi_sample_x46592_y16896_l0_p512,46592,16896,512,512
ALL_wsi_sample_x47104_y16896_l0_p512,47104,16896,512,512
ALL_wsi_sample_x50688_y16896_l0_p512,50688,16896,512,512
ALL_wsi_sample_x51200_y16896_l0_p512,51200,16896,512,512
ALL_wsi_sample_x53760_y16896_l0_p512,53760,16896,512,512
ALL_wsi_sample_x54272_y16896_l0_p512,54272,16896,512,512
ALL_wsi_sample_x59392_y16896_l0_p512,59392,16896,512,512
ALL_wsi_sample_x59904_y16896_l0_p512,59904,16896,512,512
ALL_wsi_sample_x60416_y16896_l0_p512,60416,16896,512,512
ALL_wsi_sample_x60928_y16896_l0_p512,60928,16896,512,512
ALL_wsi_sample_x61440_y16896_l0_p512,61440,16896,512,512
ALL_wsi_sample_x65536_y16896_l0_p512,65536,16896,512,512
ALL_wsi_sample_x66048_y16896_l0_p512,66048,16896,512,512
ALL_wsi_sample_x66560_y16896_l0_p512,66560,16896,512,512
ALL_wsi_sample_x69632_y16896_l0_p512,69632,16896,512,512
ALL_wsi_sample_x70144_y16896_l0_p512,70144,16896,512,512
ALL_wsi_sample_x136704_y16896_l0_p512,136704,16896,512,512
ALL_wsi_sample_x137216_y16896_l0_p512,137216,16896,512,512
ALL_wsi_sample_x137728_y16896_l0_p512,137728,16896,512,512
ALL_wsi_sample_x138240_y16896_l0_p512,138240,16896,512,512
ALL_wsi_sample_x143872_y16896_l0_p512,143872,16896,512,512
ALL_wsi_sample_x144384_y16896_l0_p512,144384,16896,512,512
ALL_wsi_sample_x146432_y16896_l0_p512,146432,16896,512,512
ALL_wsi_sample_x146944_y16896_l0_p512,146944,16896,512,512
ALL_wsi_sample_x147456_y16896_l0_p512,147456,16896,512,512
ALL_wsi_sample_x174080_y16896_l0_p512,174080,16896,512,512
ALL_wsi_sample_x174592_y16896_l0_p512,174592,16896,512,512
ALL_wsi_sample_x176128_y16896_l0_p512,176128,16896,512,512
ALL_wsi_sample_x176640_y16896_l0_p512,176640,16896,512,512
ALL_wsi_sample_x37376_y17408_l0_p512,37376,17408,512,512
ALL_wsi_sample_x37888_y17408_l0_p512,37888,17408,512,512
ALL_wsi_sample_x38400_y17408_l0_p512,38400,17408,512,512
ALL_wsi_sample_x38912_y17408_l0_p512,38912,17408,512,512
ALL_wsi_sample_x53248_y17408_l0_p512,53248,17408,512,512
ALL_wsi_sample_x53760_y17408_l0_p512,53760,17408,512,512
ALL_wsi_sample_x54272_y17408_l0_p512,54272,17408,512,512
ALL_wsi_sample_x69632_y17408_l0_p512,69632,17408,512,512
ALL_wsi_sample_x70144_y17408_l0_p512,70144,17408,512,512
ALL_wsi_sample_x70656_y17408_l0_p512,70656,17408,512,512
ALL_wsi_sample_x137728_y17408_l0_p512,137728,17408,512,512
ALL_wsi_sample_x138240_y17408_l0_p512,138240,17408,512,512
ALL_wsi_sample_x143360_y17408_l0_p512,143360,17408,512,512
ALL_wsi_sample_x143872_y17408_l0_p512,143872,17408,512,512
ALL_wsi_sample_x144384_y17408_l0_p512,144384,17408,512,512
ALL_wsi_sample_x174080_y17408_l0_p512,174080,17408,512,512
ALL_wsi_sample_x174592_y17408_l0_p512,174592,17408,512,512
ALL_wsi_sample_x176128_y17408_l0_p512,176128,17408,512,512
ALL_wsi_sample_x176640_y17408_l0_p512,176640,17408,512,512
ALL_wsi_sample_x37376_y17920_l0_p512,37376,17920,512,512
ALL_wsi_sample_x37888_y17920_l0_p512,37888,17920,512,512
ALL_wsi_sample_x38400_y17920_l0_p512,38400,17920,512,512
ALL_wsi_sample_x38912_y17920_l0_p512,38912,17920,512,512
ALL_wsi_sample_x42496_y17920_l0_p512,42496,17920,512,512
ALL_wsi_sample_x43008_y17920_l0_p512,43008,17920,512,512
ALL_wsi_sample_x46592_y17920_l0_p512,46592,17920,512,512
ALL_wsi_sample_x47104_y17920_l0_p512,47104,17920,512,512
ALL_wsi_sample_x47616_y17920_l0_p512,47616,17920,512,512
ALL_wsi_sample_x48128_y17920_l0_p512,48128,17920,512,512
ALL_wsi_sample_x50688_y17920_l0_p512,50688,17920,512,512
ALL_wsi_sample_x51200_y17920_l0_p512,51200,17920,512,512
ALL_wsi_sample_x53760_y17920_l0_p512,53760,17920,512,512
ALL_wsi_sample_x54272_y17920_l0_p512,54272,17920,512,512
ALL_wsi_sample_x57856_y17920_l0_p512,57856,17920,512,512
ALL_wsi_sample_x58368_y17920_l0_p512,58368,17920,512,512
ALL_wsi_sample_x59904_y17920_l0_p512,59904,17920,512,512
ALL_wsi_sample_x60416_y17920_l0_p512,60416,17920,512,512
ALL_wsi_sample_x64000_y17920_l0_p512,64000,17920,512,512
ALL_wsi_sample_x65536_y17920_l0_p512,65536,17920,512,512
ALL_wsi_sample_x66048_y17920_l0_p512,66048,17920,512,512
ALL_wsi_sample_x69632_y17920_l0_p512,69632,17920,512,512
ALL_wsi_sample_x70144_y17920_l0_p512,70144,17920,512,512
ALL_wsi_sample_x70656_y17920_l0_p512,70656,17920,512,512
ALL_wsi_sample_x137728_y17920_l0_p512,137728,17920,512,512
ALL_wsi_sample_x138240_y17920_l0_p512,138240,17920,512,512
ALL_wsi_sample_x143360_y17920_l0_p512,143360,17920,512,512
ALL_wsi_sample_x143872_y17920_l0_p512,143872,17920,512,512
ALL_wsi_sample_x144384_y17920_l0_p512,144384,17920,512,512
ALL_wsi_sample_x174080_y17920_l0_p512,174080,17920,512,512
ALL_wsi_sample_x174592_y17920_l0_p512,174592,17920,512,512
ALL_wsi_sample_x176128_y17920_l0_p512,176128,17920,512,512
ALL_wsi_sample_x176640_y17920_l0_p512,176640,17920,512,512
ALL_wsi_sample_x42496_y18432_l0_p512,42496,18432,512,512
ALL_wsi_sample_x43008_y18432_l0_p512,43008,18432,512,512
ALL_wsi_sample_x46592_y18432_l0_p512,46592,18432,512,512
ALL_wsi_sample_x47104_y18432_l0_p512,47104,18432,512,512
ALL_wsi_sample_x47616_y18432_l0_p512,47616,18432,512,512
ALL_wsi_sample_x48128_y18432_l0_p512,48128,18432,512,512
ALL_wsi_sample_x50688_y18432_l0_p512,50688,18432,512,512
ALL_wsi_sample_x51200_y18432_l0_p512,51200,18432,512,512
ALL_wsi_sample_x57344_y18432_l0_p512,57344,18432,512,512
ALL_wsi_sample_x57856_y18432_l0_p512,57856,18432,512,512
ALL_wsi_sample_x58368_y18432_l0_p512,58368,18432,512,512
ALL_wsi_sample_x59392_y18432_l0_p512,59392,18432,512,512
ALL_wsi_sample_x59904_y18432_l0_p512,59904,18432,512,512
ALL_wsi_sample_x60416_y18432_l0_p512,60416,18432,512,512
ALL_wsi_sample_x63488_y18432_l0_p512,63488,18432,512,512
ALL_wsi_sample_x64000_y18432_l0_p512,64000,18432,512,512
ALL_wsi_sample_x64512_y18432_l0_p512,64512,18432,512,512
ALL_wsi_sample_x65536_y18432_l0_p512,65536,18432,512,512
ALL_wsi_sample_x66048_y18432_l0_p512,66048,18432,512,512
ALL_wsi_sample_x66560_y18432_l0_p512,66560,18432,512,512
ALL_wsi_sample_x176128_y18432_l0_p512,176128,18432,512,512
ALL_wsi_sample_x176640_y18432_l0_p512,176640,18432,512,512
ALL_wsi_sample_x27136_y18944_l0_p512,27136,18944,512,512
ALL_wsi_sample_x27648_y18944_l0_p512,27648,18944,512,512
ALL_wsi_sample_x34304_y18944_l0_p512,34304,18944,512,512
ALL_wsi_sample_x34816_y18944_l0_p512,34816,18944,512,512
ALL_wsi_sample_x42496_y18944_l0_p512,42496,18944,512,512
ALL_wsi_sample_x43008_y18944_l0_p512,43008,18944,512,512
ALL_wsi_sample_x46592_y18944_l0_p512,46592,18944,512,512
ALL_wsi_sample_x47104_y18944_l0_p512,47104,18944,512,512
ALL_wsi_sample_x47616_y18944_l0_p512,47616,18944,512,512
ALL_wsi_sample_x48128_y18944_l0_p512,48128,18944,512,512
ALL_wsi_sample_x50688_y18944_l0_p512,50688,18944,512,512
ALL_wsi_sample_x51200_y18944_l0_p512,51200,18944,512,512
ALL_wsi_sample_x57856_y18944_l0_p512,57856,18944,512,512
ALL_wsi_sample_x58368_y18944_l0_p512,58368,18944,512,512
ALL_wsi_sample_x59392_y18944_l0_p512,59392,18944,512,512
ALL_wsi_sample_x59904_y18944_l0_p512,59904,18944,512,512
ALL_wsi_sample_x60416_y18944_l0_p512,60416,18944,512,512
ALL_wsi_sample_x63488_y18944_l0_p512,63488,18944,512,512
ALL_wsi_sample_x64000_y18944_l0_p512,64000,18944,512,512
ALL_wsi_sample_x64512_y18944_l0_p512,64512,18944,512,512
ALL_wsi_sample_x65536_y18944_l0_p512,65536,18944,512,512
ALL_wsi_sample_x66048_y18944_l0_p512,66048,18944,512,512
ALL_wsi_sample_x66560_y18944_l0_p512,66560,18944,512,512
ALL_wsi_sample_x127488_y18944_l0_p512,127488,18944,512,512
ALL_wsi_sample_x128000_y18944_l0_p512,128000,18944,512,512
ALL_wsi_sample_x144896_y18944_l0_p512,144896,18944,512,512
ALL_wsi_sample_x145408_y18944_l0_p512,145408,18944,512,512
ALL_wsi_sample_x176128_y18944_l0_p512,176128,18944,512,512
ALL_wsi_sample_x176640_y18944_l0_p512,176640,18944,512,512
ALL_wsi_sample_x27136_y19456_l0_p512,27136,19456,512,512
ALL_wsi_sample_x27648_y19456_l0_p512,27648,19456,512,512
ALL_wsi_sample_x28160_y19456_l0_p512,28160,19456,512,512
ALL_wsi_sample_x34304_y19456_l0_p512,34304,19456,512,512
ALL_wsi_sample_x34816_y19456_l0_p512,34816,19456,512,512
ALL_wsi_sample_x127488_y19456_l0_p512,127488,19456,512,512
ALL_wsi_sample_x128000_y19456_l0_p512,128000,19456,512,512
ALL_wsi_sample_x144384_y19456_l0_p512,144384,19456,512,512
ALL_wsi_sample_x144896_y19456_l0_p512,144896,19456,512,512
ALL_wsi_sample_x145408_y19456_l0_p512,145408,19456,512,512
ALL_wsi_sample_x27136_y19968_l0_p512,27136,19968,512,512
ALL_wsi_sample_x27648_y19968_l0_p512,27648,19968,512,512
ALL_wsi_sample_x34304_y19968_l0_p512,34304,19968,512,512
ALL_wsi_sample_x34816_y19968_l0_p512,34816,19968,512,512
ALL_wsi_sample_x52736_y19968_l0_p512,52736,19968,512,512
ALL_wsi_sample_x53248_y19968_l0_p512,53248,19968,512,512
ALL_wsi_sample_x54784_y19968_l0_p512,54784,19968,512,512
ALL_wsi_sample_x55296_y19968_l0_p512,55296,19968,512,512
ALL_wsi_sample_x63488_y19968_l0_p512,63488,19968,512,512
ALL_wsi_sample_x64000_y19968_l0_p512,64000,19968,512,512
ALL_wsi_sample_x64512_y19968_l0_p512,64512,19968,512,512
ALL_wsi_sample_x69632_y19968_l0_p512,69632,19968,512,512
ALL_wsi_sample_x70144_y19968_l0_p512,70144,19968,512,512
ALL_wsi_sample_x80896_y19968_l0_p512,80896,19968,512,512
ALL_wsi_sample_x81408_y19968_l0_p512,81408,19968,512,512
ALL_wsi_sample_x127488_y19968_l0_p512,127488,19968,512,512
ALL_wsi_sample_x128000_y19968_l0_p512,128000,19968,512,512
ALL_wsi_sample_x144384_y19968_l0_p512,144384,19968,512,512
ALL_wsi_sample_x144896_y19968_l0_p512,144896,19968,512,512
ALL_wsi_sample_x145408_y19968_l0_p512,145408,19968,512,512
ALL_wsi_sample_x145920_y19968_l0_p512,145920,19968,512,512
ALL_wsi_sample_x146432_y19968_l0_p512,146432,19968,512,512
ALL_wsi_sample_x147968_y19968_l0_p512,147968,19968,512,512
ALL_wsi_sample_x148480_y19968_l0_p512,148480,19968,512,512
ALL_wsi_sample_x34304_y20480_l0_p512,34304,20480,512,512
ALL_wsi_sample_x34816_y20480_l0_p512,34816,20480,512,512
ALL_wsi_sample_x52224_y20480_l0_p512,52224,20480,512,512
ALL_wsi_sample_x52736_y20480_l0_p512,52736,20480,512,512
ALL_wsi_sample_x53248_y20480_l0_p512,53248,20480,512,512
ALL_wsi_sample_x54272_y20480_l0_p512,54272,20480,512,512
ALL_wsi_sample_x54784_y20480_l0_p512,54784,20480,512,512
ALL_wsi_sample_x55296_y20480_l0_p512,55296,20480,512,512
ALL_wsi_sample_x63488_y20480_l0_p512,63488,20480,512,512
ALL_wsi_sample_x64000_y20480_l0_p512,64000,20480,512,512
ALL_wsi_sample_x64512_y20480_l0_p512,64512,20480,512,512
ALL_wsi_sample_x69632_y20480_l0_p512,69632,20480,512,512
ALL_wsi_sample_x70144_y20480_l0_p512,70144,20480,512,512
ALL_wsi_sample_x70656_y20480_l0_p512,70656,20480,512,512
ALL_wsi_sample_x80896_y20480_l0_p512,80896,20480,512,512
ALL_wsi_sample_x81408_y20480_l0_p512,81408,20480,512,512
ALL_wsi_sample_x145408_y20480_l0_p512,145408,20480,512,512
ALL_wsi_sample_x145920_y20480_l0_p512,145920,20480,512,512
ALL_wsi_sample_x146432_y20480_l0_p512,146432,20480,512,512
ALL_wsi_sample_x147456_y20480_l0_p512,147456,20480,512,512
ALL_wsi_sample_x147968_y20480_l0_p512,147968,20480,512,512
ALL_wsi_sample_x148480_y20480_l0_p512,148480,20480,512,512
ALL_wsi_sample_x34304_y20992_l0_p512,34304,20992,512,512
ALL_wsi_sample_x34816_y20992_l0_p512,34816,20992,512,512
ALL_wsi_sample_x52736_y20992_l0_p512,52736,20992,512,512
ALL_wsi_sample_x53248_y20992_l0_p512,53248,20992,512,512
ALL_wsi_sample_x54784_y20992_l0_p512,54784,20992,512,512
ALL_wsi_sample_x55296_y20992_l0_p512,55296,20992,512,512
ALL_wsi_sample_x58880_y20992_l0_p512,58880,20992,512,512
ALL_wsi_sample_x59392_y20992_l0_p512,59392,20992,512,512
ALL_wsi_sample_x59904_y20992_l0_p512,59904,20992,512,512
ALL_wsi_sample_x60416_y20992_l0_p512,60416,20992,512,512
ALL_wsi_sample_x63488_y20992_l0_p512,63488,20992,512,512
ALL_wsi_sample_x64000_y20992_l0_p512,64000,20992,512,512
ALL_wsi_sample_x64512_y20992_l0_p512,64512,20992,512,512
ALL_wsi_sample_x69632_y20992_l0_p512,69632,20992,512,512
ALL_wsi_sample_x70144_y20992_l0_p512,70144,20992,512,512
ALL_wsi_sample_x80896_y20992_l0_p512,80896,20992,512,512
ALL_wsi_sample_x81408_y20992_l0_p512,81408,20992,512,512
ALL_wsi_sample_x140800_y20992_l0_p512,140800,20992,512,512
ALL_wsi_sample_x141312_y20992_l0_p512,141312,20992,512,512
ALL_wsi_sample_x143872_y20992_l0_p512,143872,20992,512,512
ALL_wsi_sample_x144384_y20992_l0_p512,144384,20992,512,512
ALL_wsi_sample_x145408_y20992_l0_p512,145408,20992,512,512
ALL_wsi_sample_x145920_y20992_l0_p512,145920,20992,512,512
ALL_wsi_sample_x146432_y20992_l0_p512,146432,20992,512,512
ALL_wsi_sample_x147456_y20992_l0_p512,147456,20992,512,512
ALL_wsi_sample_x147968_y20992_l0_p512,147968,20992,512,512
ALL_wsi_sample_x148480_y20992_l0_p512,148480,20992,512,512
ALL_wsi_sample_x174080_y20992_l0_p512,174080,20992,512,512
ALL_wsi_sample_x174592_y20992_l0_p512,174592,20992,512,512
ALL_wsi_sample_x58368_y21504_l0_p512,58368,21504,512,512
ALL_wsi_sample_x58880_y21504_l0_p512,58880,21504,512,512
ALL_wsi_sample_x59392_y21504_l0_p512,59392,21504,512,512
ALL_wsi_sample_x59904_y21504_l0_p512,59904,21504,512,512
ALL_wsi_sample_x60416_y21504_l0_p512,60416,21504,512,512
ALL_wsi_sample_x140288_y21504_l0_p512,140288,21504,512,512
ALL_wsi_sample_x140800_y21504_l0_p512,140800,21504,512,512
ALL_wsi_sample_x141312_y21504_l0_p512,141312,21504,512,512
ALL_wsi_sample_x143360_y21504_l0_p512,143360,21504,512,512
ALL_wsi_sample_x143872_y21504_l0_p512,143872,21504,512,512
ALL_wsi_sample_x144384_y21504_l0_p512,144384,21504,512,512
ALL_wsi_sample_x145408_y21504_l0_p512,145408,21504,512,512
ALL_wsi_sample_x145920_y21504_l0_p512,145920,21504,512,512
ALL_wsi_sample_x146432_y21504_l0_p512,146432,21504,512,512
ALL_wsi_sample_x174080_y21504_l0_p512,174080,21504,512,512
ALL_wsi_sample_x174592_y21504_l0_p512,174592,21504,512,512
ALL_wsi_sample_x42496_y22016_l0_p512,42496,22016,512,512
ALL_wsi_sample_x43008_y22016_l0_p512,43008,22016,512,512
ALL_wsi_sample_x46592_y22016_l0_p512,46592,22016,512,512
ALL_wsi_sample_x47104_y22016_l0_p512,47104,22016,512,512
ALL_wsi_sample_x58880_y22016_l0_p512,58880,22016,512,512
ALL_wsi_sample_x59392_y22016_l0_p512,59392,22016,512,512
ALL_wsi_sample_x59904_y22016_l0_p512,59904,22016,512,512
ALL_wsi_sample_x60416_y22016_l0_p512,60416,22016,512,512
ALL_wsi_sample_x140800_y22016_l0_p512,140800,22016,512,512
ALL_wsi_sample_x141312_y22016_l0_p512,141312,22016,512,512
ALL_wsi_sample_x142848_y22016_l0_p512,142848,22016,512,512
ALL_wsi_sample_x143360_y22016_l0_p512,143360,22016,512,512
ALL_wsi_sample_x143872_y22016_l0_p512,143872,22016,512,512
ALL_wsi_sample_x144384_y22016_l0_p512,144384,22016,512,512
ALL_wsi_sample_x145920_y22016_l0_p512,145920,22016,512,512
ALL_wsi_sample_x146432_y22016_l0_p512,146432,22016,512,512
ALL_wsi_sample_x174080_y22016_l0_p512,174080,22016,512,512
ALL_wsi_sample_x174592_y22016_l0_p512,174592,22016,512,512
ALL_wsi_sample_x42496_y22528_l0_p512,42496,22528,512,512
ALL_wsi_sample_x43008_y22528_l0_p512,43008,22528,512,512
ALL_wsi_sample_x46592_y22528_l0_p512,46592,22528,512,512
ALL_wsi_sample_x47104_y22528_l0_p512,47104,22528,512,512
ALL_wsi_sample_x142336_y22528_l0_p512,142336,22528,512,512
ALL_wsi_sample_x142848_y22528_l0_p512,142848,22528,512,512
ALL_wsi_sample_x143360_y22528_l0_p512,143360,22528,512,512
ALL_wsi_sample_x42496_y23040_l0_p512,42496,23040,512,512
ALL_wsi_sample_x43008_y23040_l0_p512,43008,23040,512,512
ALL_wsi_sample_x46592_y23040_l0_p512,46592,23040,512,512
